scheme_id,site,scheme_name,description,scheme_link
11,https://aaplesarkar.mahaonline.gov.in/,कामगार विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=3580
12,https://aaplesarkar.mahaonline.gov.in/,जलसंपदा विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=4001
13,https://aaplesarkar.mahaonline.gov.in/,उद्योग विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=2239
14,https://aaplesarkar.mahaonline.gov.in/,विद्यार्थी शिष्यवृत्ती योजना,शिक्षक नोंदणी कर्मचारी नोंदणी शिक्षकांच्या प्रशिक्षणार्थी शैक्षणिक कागदपत्रांची तपासणी,https://aaplesarkar.mahaonline.gov.in/
15,https://aaplesarkar.mahaonline.gov.in/,वृद्धापकाळ पेन्शन योजना,तेंदू व्यापारीउत्पादकांची नोंदणी बांबू पुरवठ्यासाठी बुरूड समाजाची नोंदणी वन्यप्राण्यांमुळे मारल्या गेलेल्या गुरांसाठी मंजूर करायची नुकसान भरपाई वन्यप्राण्यांमुळे मारल्या गेलेल्या अथवा अपंगत्व प्राप्त झालेल्या व्यक्तींना मंजूर करावयाचे वित्तीय सहाय्य वन्यप्राण्यांमुळे झालेल्या पीक नुकसानापोटी मंजूर करायची नुकसान भरपाई पर्यटन काळात संरक्षित क्षेत्रात छायाचित्रणास परवानगी मंडल स्तर पर्यटन काळात संरक्षित क्षेत्रात छायाचित्रणास परवानगी एका पेक्षा जास्त मंडल आरा गिरणी अनुज्ञप्तीच्या नूतनीकरणासंदर्भात अनुज्ञप्ती प्राधिकाऱ्यांच्या निर्णय कळविणे सर्व दस्तावेजांसह माहिती अर्ज प्राप्त झाल्यानंतर महाराष्ट्र वृक्षतोड नियमन अधिनियम १९६४ नुसार अनुसूचित जमातीच्या भोगवटादारांना वृक्ष छाटणीसाठी परवानगीसंदर्भात वृक्ष अधिकाऱ्याचा निर्णय कळविणे सर्व दस्तावेजांसह माहिती अर्ज प्राप्त झाल्यानंतर महाराष्ट्र वृक्षतोड नियमन अधिनियम १९६४ नुसार बिगर आदिवासी अर्जदारांना वृक्ष छाटणीसाठी परवानगीसंदर्भात वृक्ष अधिकाऱ्याचा निर्णय कळविणे वनेत्तर जमिनी बाबतचा दाखला मिळविण्याकरिता अर्ज वनहद्दीपासून अंतरचा दाखला मिळविण्याकरिता अर्जं औद्योगिक वाहतुक पासकरीता नोंदणी करणे,https://aaplesarkar.mahaonline.gov.in/
16,https://aaplesarkar.mahaonline.gov.in/,प्रधानमंत्री आवास योजना,"शोध उपलब्ध करणे मुद्रांक शुल्क भरण्याचे प्रयोजनार्थ मुल्यांकन अहवाल देणे दस्त नोंदणी न केलेल्या प्रकरणांमध्ये,ई-पेमेंट पद्धतीने भरलेल्या नोंदणी फीचा परतावा दस्ताच्या सूचीची प्रमाणित नक्कल देणे दस्ताची प्रमाणित नक्कल देणे. नोटीस ऑफ इंटिमेशन फाईल करून देणे. दस्तनोंदणीकरणे विवाह प्रमाणपत्राच्या प्रमाणित नकला देणे. इतर पद्धतीने अगोदरच झालेल्या विवाहाची विशेष कायदा, 1954 अंतर्गत नोदणी करणे. दस्त नोंदणी संदर्भात गृहभेट देणे. विशेष कुलमुखत्यारपत्राचे अधिप्रमाणन करून देणे. सह जिल्हानिबंधक कार्यालयात नोदणी झालेल्या दस्ताची नक्कल देणे मृत्युपत्राचा सीलबंद लखोटा जमा करणे,परत घेणे व उघडणे. विशेष विवाह कायदा,1954 अन्वये विवाह संपन्न करणे. सह जिल्हानिबंधक कार्यालयात नोदणी झालेल्या दस्ताच्या सूचीची प्रमाणित नक्कल देणे.",https://aaplesarkar.mahaonline.gov.in/
17,https://aaplesarkar.mahaonline.gov.in/,एपीएल शेतकरी योजना,सहकारी गृहनिर्माण संस्थांचे मानीव अभिहस्तांतरण सहकारी संस्थांची नोंदणी करणे सहकारी संस्थांची उपविधी दुरूस्ती करणे सावकारी व्यवसायासाठी परवाना देणे सावकारी व्यवसायासाठी परवाना नुतनीकरण देणे शेतकरी लाभार्थी यांना तांत्रिक सेवा उपलब्ध करुन देणे रेशीम शेतकऱ्यांची नोंदणी करणे चॉकी सेटर धारकांची नोंदणी करणे रिलर्सची नोंदणी करणे,https://aaplesarkar.mahaonline.gov.in/
18,https://aaplesarkar.mahaonline.gov.in/,विधी व न्याय विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=5766
19,https://aaplesarkar.mahaonline.gov.in/,गृह विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=3225
20,https://aaplesarkar.mahaonline.gov.in/,वाहतूक विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=4502
21,https://aaplesarkar.mahaonline.gov.in/,उद्योग विभाग,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=3216
22,https://aaplesarkar.mahaonline.gov.in/,गृहनिर्माण विभाग - म्हाडा,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=5019
23,https://aaplesarkar.mahaonline.gov.in/,गृहनिर्माण विभाग - मुंबई इमारत दुरुस्ती व पुनरबांधणी मंडळ,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=5019
24,https://aaplesarkar.mahaonline.gov.in/,झोपडपट्टी पुनर्वसन प्राधिकरण SRA - मुंबई,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=4051
25,https://aaplesarkar.mahaonline.gov.in/,झोपडपट्टी पुनर्वसन प्राधिकरणSRA - पुणे,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=1657
26,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,नविन नळ जोडणी मालकी हक्कात बदल करणे नळ जोडणी आकारामध्ये बदल करणे तात्पुरते कायमस्वरूपी नळजोडणी खंडीत करणे पुनजोडणी करणे वापरामध्ये बदल करणे पाणी देयक तयार करणे प्लंबर परवाना प्लंबर परवाना नुतीनीकरण करणे थकबाकी नसल्याचा दाखला नादुरुस्त मिटर तक्रार करणे अनधिकृत नळजोडणी तक पाण्याची दबाव क्षमता तक्रार पाण्याची गुणवत्ता तक्रार पाणी बिलासंबंधी तक्रारीचेनिवारण करणे नळ जोडणी स्थलांतरित करणे,https://aaplesarkar.mahaonline.gov.in/
27,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,रासायनिक आणि जैविक पृथक्करण बोअरवेल साइट सर्व्हे हायड्रोलॉजिकल आणि जिओफिजिकल,https://aaplesarkar.mahaonline.gov.in/
28,https://aaplesarkar.mahaonline.gov.in/,मुख्यमंत्री रोजगार योजना,नवीन नळजोडणी मालकी हक्कात बदल करणे नळजोडणी आकारामध्ये बदल करणे तात्पुरते कायमस्वरुपी नळजोडणी खंडीत करणे पुन जोडणी करणे वापरामध्ये बदल करणे पाणी देयक तयार करणे प्लंबर परवाना प्लंबर परवाना नूतनीकरण करणे थकबाकी नसल्याचा दाखला नादुरुस्त मीटर तक्रार करणे अनाधिकृत नळ जोडणी तक्रार पाण्याची दबाव क्षमता तक्रार पाण्याची गुणवत्ता तक्रार नवीन परवाना मिळणे परवान्याचे नूतनीकरण परवाना हस्तांतरण परवाना दुय्यम प्रत व्यवसायाचे नाव बदलणे व्यवसाय बदलणे परवानाधारक भागीदाराचे नाव बदलणे भागीदारांच्या संख्येत बदल वाढकमी परवाना रद्द करणे कालबाह्य परवाणासाठी नुतनीकरण सुचना,https://aaplesarkar.mahaonline.gov.in/
29,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"प्रचालनासाठी संमतीचे स्वयं नूतनीकरण जल व हवा अधिनियम अंतर्गत स्थापनेसाठी संमती जल व हवा अधिनियम अंतर्गत प्रचालनासाठी ऑपरेशन संमती जल व हवा अधिनियम अंतर्गत घनकचरा व्यवस्थापन नियम 2016 अंतर्गत प्राधिकारपत्र बांधकाम आणि विनाश व्यवस्थापन नियम 2016 अंतर्गत प्राधिकारपत्र बॅटरी,कचरा व्यवस्थापन आणि हाताळणी नियम 2001 अंतर्गत नोंदणी संमती अर्जात सुधारणा करण्यासाठी अर्ज धोकादायक आणि इतर कचरा व्यवस्थापन सीमापार वाहतूक नियम, २०१६ अंतर्गत धोकादायक कचऱ्याच्या प्रक्रिया, पुनर्वापर आणि पुनर्प्राप्तीसाठी अधिकृतता आणि त्यात सुधारणा. धोकादायक आणि इतर कचरा व्यवस्थापन सीमापार वाहतूक नियम, २०१६ च्या भाग-डी अनुसूची-III नुसार धोकादायक कचऱ्याच्या आयातीसाठी एक-वेळ अधिकृतता आणि त्यात सुधारणा. धोकादायक आणि इतर कचरा व्यवस्थापन सीमापार वाहतूक नियम, २०१६ च्या नियम १८ अंतर्गत महाराष्ट्र राज्यात वाहनाद्वारे धोकादायक कचऱ्याची वाहतूक करण्यासाठी वाहतूकदारांना अधिकृतता आणि त्यात सुधारणा. पाणी पीसीपी कायदा १९७४ एअर पीसीपी कायदा १९८१ आणि जैव-वैद्यकीय कचरा व्यवस्थापन नियम, २०१६ च्या तरतुदींनुसार आरोग्य सेवा आस्थापना एचसीईसाठी एकत्रित संमती आणि जैव वैद्यकीय कचरा अधिकृतता सुधारित आणि धोकादायक कचरा एमटीएम नियम, २०१६. प्लास्टिक कचरा व्यवस्थापन नियम, २०१६ अंतर्गत प्लास्टिक ईपीआर नोंदणी आणि त्यात सुधारणा.",https://aaplesarkar.mahaonline.gov.in/
30,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,"इमारत नकाशे मंजूरी, अग्निशामन ना हरकत प्रमाणपत्र,तात्पुरती नळ जोडणी,सांडपाणी निसारण नकाशे अंतिम अग्निशामन यंत्रणा मंजूरी इमारत पुर्णत्व प्रमाणपत्रभोगवटा प्रमाणपत्र कायम पाणीपुरवठा नळ जोडणी मुंबई प्रदेश महानगरामधील महाराष्ट्र औद्योगिक विकास महामंडळाच्या कार्यक्षेत्रातील माहिती तंत्रज्ञान उदयोगांना ना हरकत प्रमाणपत्र मुंबई प्रदेश महानगरामधील महाराष्ट्र औद्योगिक विकास महामंडळाच्या क्षेत्रातील माहिती तंत्रज्ञान कंपन्यांना माहिती तंत्रज्ञान धोरणांतर्गत इरादापत्रे मुंबई प्रदेश महानगरामधील महाराष्ट्र औद्योगिक विकास महामंडळाच्या क्षेत्रात माहिती तंत्रज्ञान धोरणांतर्गत कंपन्यांची नोंदणी करणे",https://aaplesarkar.mahaonline.gov.in/
31,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,विवाह नोंदणी करिता अर्ज करा अग्निशामन ना हरकत प्रमाणपत्रासाठी आवेदन,https://aaplesarkar.mahaonline.gov.in/
32,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=1255
33,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,आयुष चारित्र्य प्रमाणपत्र देणे आयुष अभ्यास प्रमाणपत्र देणे इस्सू ऑफ नो ओबजेशन सिर्तीफिकॅते आयुष ना देय प्रमाणपत्र देणे आयुष कीरकोळ जखम यांचे प्रमाणपत्र देणे आयुष कार्यमुक्त प्रमाणपत्र देणे आयुष वैद्यकीय प्रमाणपत्र देणे,https://aaplesarkar.mahaonline.gov.in/
34,https://aaplesarkar.mahaonline.gov.in/,विद्यार्थी शिष्यवृत्ती योजना,एम.आय.एम.एच. ना हरकत प्रमाणपत्र देणे एम.आय.एम.एच. उत्तीर्ण प्रमाणपत्र देणे एम.आय.एम.एच. अंतर्विसिता प्रमाणपत्र देणे एम.आय.एम.एच. वास्तविक विद्यार्थी प्रमाणपत्र एम.आय.एम.एच. ना देय प्रमाणपत्र देणे एम.आय.एम.एच. अनुभव प्रमाणपत्र देणे डी.म.इ.र. कार्यमुक्त प्रमाणपत्र देणे डी.म.इ.र. चारित्र्य प्रमाणपत्र देणे डी.म.इ.र. अभ्यास प्रमाणपत्र देणे डी.म.इ.र. नवप्रविष्टांना वैद्यकीय प्रमाणपत्र देणे डी.म.इ.र. ना हरकत प्रमाणपत्र देणे डी.म.इ.र. ना देय प्रमाणपत्र देणे डी.म.इ.र. कीरकोळ जखम यांचे प्रमाणपत्र देणे,https://aaplesarkar.mahaonline.gov.in/
35,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,गॅझेटियर विभागातर्फे प्रकाशित गॅझेटियर ग्रंथाचे ई-बुकसीडी उपलब्ध करणे,https://aaplesarkar.mahaonline.gov.in/
36,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,जतन केलेल्या ऐतिहासिक महत्त्वाच्या अभिलेखाच्या प्रमाणित प्रती पुरविणे देशी व विदेशी संशोधकांना नागरिकांना संशोधनासाठी परवानगी देणे स्कॅन केलेल्या अभिलेखाची सीडी पुरविणे जतन केलेल्या अभिलेखाची झेरॉक्स प्रत पुरविणे संशोधनासाठी जतन केलेले अभिलेख पुरविणे संशोधकांना व नागरिकांना संचालानालायाच्या विविध कार्याकामांची माहिती पुरविणे संशोधकांना व नागरिकांना संचालानालायाच्या कामकाज पद्धतीबद्दल माहिती देणे,https://aaplesarkar.mahaonline.gov.in/
37,https://aaplesarkar.mahaonline.gov.in/,महिला स्वयं सहाय योजना,आंगणवाडीतील गरोदर मातांची नोंदणी करणे 06 महिने ते 03 वर्षांपर्यंतच्या मुलांची आंगणवाडीत नोंदणी करणे 03 ते 06 वर्षापर्यंतच्या मुलांची आंगणवाडीत नोंदणी करणे सबला योजनेअंतर्गत किशोरी मुलींचे नोंदनीकरण किशोरीशक्ती योजनेअंतर्गत मुलींचे नोंदनीकरण नैसर्गिक  अनैसर्गिक संकटात सापडलेल्या मुलांना समाजात पुन्हा स्वतःच्या पायावर उभे करण्यासाठी स्थापन करण्यात आलेल्या राज्यातील बालगृहात  निरीक्षण गृहात प्रवेश मिळण्यासाठी बालसंगगोपन संस्था निरीक्षण गृह यामध्ये बालकांना दाखल करून घेणे पिडित महिलांना आधार गृहात दाखल करून घेणे अधिक्षक  अधिक्षिका अनाथ मुलांना अनाथ प्रमाणपत्र देणे निराश्रीत विधवा महिलांच्या मुलींसाठी विवाह अनुदान क्रांतीज्योती सावित्रीबाई फुले बाल संगोपन योजना अंतर्गत बालकांना लाभ देणे,https://aaplesarkar.mahaonline.gov.in/
38,https://aaplesarkar.mahaonline.gov.in/,राज्य सरकारची योजना,मिस्टर.देवेंद्र फडणवीस माननीय मुख्यमंत्री,https://aaplesarkar.mahaonline.gov.in/mr/Login/Certificate_Documents?ServiceId=4307
39,https://aaplesarkar.mahaonline.gov.in/,प्रधानमंत्री आवास योजना,आदिवासी मुले आणि मुलींकरीता शासकीय वसतिगृहात मोफत प्रवेश देणे पंडीत दिनदयाळ उपाध्याय स्वयंम योजना,https://aaplesarkar.mahaonline.gov.in/
40,https://aaplesarkar.mahaonline.gov.in/,महात्मा फुले जन आरोग्य योजना,"कुकुट प्रक्षेत्राची कमपार्टमेंट चाचणी कुक्कुट प्रक्षेत्र सोडा SPF अंडी निर्यात प्रमाणपत्र देणे पशुखाद्यातील विश्लेषण घटकांचे स्थूल समीप विश्लेषण १ ते ६ पॅरामीटर पशुखाद्यातील स्थूल घटक १ ते ६ पेरामीटर केल्शियम ,फुरद आणि मीठ द्रव्ये १९ पॅरामीटर पशुखाद्य सूक्ष्मपोषण व जडधात सूक्ष्म अन्नद्रव्ये आणि जड धातू पशुखाद्यातील तंतू क्रूड तंतू, NDF, ADF आणि ADL पशुखाद्येतील युवती पशुखाद्यातील उर्जा पाळीव प्राणी दुकाने नोंदणी तात्पुरते प्रमाणपत्र वैधता 3 महिने आणि अंतिम प्रमाणपत्र ५ श्वान प्रजनन आणि मार्केटिंग केंद्र नोंदणी वैधता प्रमाणपत्रासाठी २ वर्ष पशुखाद्य व कुक्कुट बुनियाद निर्यात चारा पिकांचे पर्याय ठोंबे निर्यातीसाठी आणि मांसाहार उत्पादने चाचणी चाचणी",https://aaplesarkar.mahaonline.gov.in/
